target,iteration,particle_id,hidden_units,alpha,learning_rate_init,fitness
Final Setting Time (FST),5,0,19,0.00025475023845148803,0.006512890039964366,42.67567050929919
Final Setting Time (FST),5,1,19,0.00024753541079622024,0.012285853671419345,46.08379488202091
Final Setting Time (FST),5,2,19,0.00013347285374956306,0.004305893664964093,47.43239703456488
Final Setting Time (FST),5,3,21,0.00033500384802345534,0.014520069630946186,49.77509293286945
Final Setting Time (FST),5,4,19,0.00011715949479578526,0.0058232626084205276,40.85816585391818
Final Setting Time (FST),5,5,19,0.00028569260448685124,0.0029694424877512956,70.78310422274872
Final Setting Time (FST),5,6,21,0.0002566316502298915,0.006108321434523799,44.06888830261596
Final Setting Time (FST),5,7,16,0.023030349417492012,0.008084425525323137,44.125702541657745
Final Setting Time (FST),5,8,19,0.00023625109505272948,0.005700137251125279,40.38735304814119
Final Setting Time (FST),5,9,21,0.00032873488168268586,0.008378352380151693,45.594346782710595
Final Setting Time (FST),5,10,19,0.0001,0.005738037149971252,40.79564603278151
Final Setting Time (FST),5,11,16,0.0001,0.004647125203164785,44.94600794106428
Final Setting Time (FST),5,12,18,0.0003611717611362425,0.0037382820326284463,47.10436615958055
Final Setting Time (FST),5,13,19,0.0005922375837310898,0.0053952396807638026,43.32691101455117
Final Setting Time (FST),5,14,19,0.0005897059167436319,0.0054212411413596335,41.00070609212165
Final Setting Time (FST),6,0,19,0.00022891340092780712,0.005116127042195227,41.57556912093441
Final Setting Time (FST),6,1,20,0.00030382041318005603,0.0027692633461111945,61.893013772686714
Final Setting Time (FST),6,2,19,0.00016734641642749873,0.006427353865922425,41.92394200472911
Final Setting Time (FST),6,3,21,0.00015433942241194638,0.009163107355219519,46.440913859787436
Final Setting Time (FST),6,4,19,0.00029751982907914436,0.005815799727246846,40.95796133073749
Final Setting Time (FST),6,5,17,0.0001749877343668049,0.0031578521347113853,63.93672697065306
Final Setting Time (FST),6,6,20,0.0003344315888074085,0.004984687729117163,43.0973660754219
Final Setting Time (FST),6,7,16,0.0001,0.0072576685069771826,43.719575679243036
Final Setting Time (FST),6,8,20,0.0002848252820227511,0.00540174495067331,43.085958270323395
Final Setting Time (FST),6,9,23,0.0003313007933902255,0.005860714591338776,44.31046014289208
Final Setting Time (FST),6,10,19,0.00024036580814563042,0.004955188960384509,42.134990962462965
Final Setting Time (FST),6,11,21,0.0002513364939863891,0.006310303005354231,44.05594707705298
Final Setting Time (FST),6,12,20,0.00024929233909591495,0.00787513764011415,43.95713659346713
Final Setting Time (FST),6,13,19,0.0004901195496633383,0.00620215683331639,41.438262730084475
Final Setting Time (FST),6,14,20,0.0004616209959206004,0.0030728556146851394,56.134570661886166
Final Setting Time (FST),7,0,19,0.0001790385210992467,0.004508085945378211,45.25269733441838
Final Setting Time (FST),7,1,20,0.00033546714034537355,0.0033267869439137492,52.28938941798104
Final Setting Time (FST),7,2,19,0.00027718776265784126,0.007110380747605724,43.30333458962329
Final Setting Time (FST),7,3,19,0.00018903758833969302,0.0019147481176629603,89.79830910268973
Final Setting Time (FST),7,4,20,0.0001,0.005708396074556711,43.11041998607652
Final Setting Time (FST),7,5,24,0.00011345809654119001,0.014233181688818751,48.01209753650925
Final Setting Time (FST),7,6,19,0.00038601345371712034,0.004783375242143566,43.056560785699965
Final Setting Time (FST),7,7,21,0.0001,0.006241459411464381,44.02351690441172
Final Setting Time (FST),7,8,19,0.00024747807439004716,0.005906421900460295,40.94269210227309
Final Setting Time (FST),7,9,20,0.00026508271073616787,0.004431815286006035,43.08983494371893
Final Setting Time (FST),7,10,19,0.00014823531366132573,0.005094047218927813,41.61199057563317
Final Setting Time (FST),7,11,23,0.0003999794089208015,0.007158952326783424,44.428425406747785
Final Setting Time (FST),7,12,20,0.0002480177385366269,0.0094596501088864,44.92591915995291
Final Setting Time (FST),7,13,19,0.000376653390738268,0.006269774953405016,42.51985207882049
Final Setting Time (FST),7,14,19,0.0002416817256007982,0.007513111230030539,43.53149855056614
Final Setting Time (FST),8,0,19,0.0001,0.004734779194115301,43.44578584969299
Final Setting Time (FST),8,1,19,0.00029471523144039156,0.004039876613036043,51.36376885810369
Final Setting Time (FST),8,2,19,0.00036445047643851423,0.00606520382590588,41.1846237863412
Final Setting Time (FST),8,3,22,0.0002718406090305652,0.0014202449668496806,89.03109345450322
Final Setting Time (FST),8,4,19,0.0001,0.005734508484128142,40.79385311706152
Final Setting Time (FST),8,5,23,0.00016664748452417612,0.017760663045109273,47.26840268987224
Final Setting Time (FST),8,6,18,0.00030954934598171783,0.00466855032489751,44.63988879928539
Final Setting Time (FST),8,7,18,0.0001,0.006608727586394736,44.16991632446428
Final Setting Time (FST),8,8,19,0.00021617568037336066,0.006017500707842899,40.91324203705486
Final Setting Time (FST),8,9,17,0.00020263959424072332,0.005148494659273318,44.53273612989476
Final Setting Time (FST),8,10,19,0.0001,0.006205953314295113,41.443540497823854
Final Setting Time (FST),8,11,19,0.00011446295811571446,0.0063245431925227115,42.545889805548434
Final Setting Time (FST),8,12,19,0.0002973826808599692,0.006289782717263331,42.52480849383828
Final Setting Time (FST),8,13,19,0.00021032122905854128,0.006120272280021497,42.383916735235
Final Setting Time (FST),8,14,19,0.00039082067761889643,0.0055004568380112,40.95819116782898
Final Setting Time (FST),9,0,19,0.0001,0.006459501246840624,42.604121539068906
Final Setting Time (FST),9,1,19,0.00023460522055389072,0.008077643094648208,43.77405208991441
Final Setting Time (FST),9,2,19,0.00030306500791803964,0.00520321264624138,41.3212508481699
Final Setting Time (FST),9,3,22,0.00029537874384669025,0.01229304579774154,46.23445966495315
Final Setting Time (FST),9,4,19,0.00021113964594494876,0.005707033844561659,40.38981871724145
Final Setting Time (FST),9,5,23,0.0002586188658760953,0.0070131467503390665,44.38792081636535
Final Setting Time (FST),9,6,20,0.00033896437229343515,0.005597664489793432,43.12536731428639
Final Setting Time (FST),9,7,15,0.00010729650930331573,0.006584094592864398,44.02510987523661
Final Setting Time (FST),9,8,19,0.0002212497625792573,0.005532075832277981,40.8818482157432
Final Setting Time (FST),9,9,20,0.00019602630515690986,0.006052668436743663,43.25365314747243
Final Setting Time (FST),9,10,19,0.0002028400225573412,0.006411976361920568,42.58239725949578
Final Setting Time (FST),9,11,16,0.0001,0.005110850818654959,44.17443292986241
Final Setting Time (FST),9,12,19,0.0002619918226578448,0.004816297364620226,42.853451641224886
Final Setting Time (FST),9,13,19,0.000183556496583235,0.005987402140272257,41.084699084647134
Final Setting Time (FST),9,14,19,0.0002618043236310747,0.004613964773153054,44.399250435112975
Final Setting Time (FST),10,0,19,0.00010738801479740824,0.005860121078473676,40.89372238728004
Final Setting Time (FST),10,1,19,0.0002253624375545856,0.0056946873440168015,40.38027631097473
Final Setting Time (FST),10,2,19,0.00032328906341828136,0.00560068579817106,40.86242611023747
Final Setting Time (FST),10,3,22,0.0001882144586794635,0.004601357781630411,42.78624126147459
Final Setting Time (FST),10,4,19,0.00039029056511140413,0.005680481951875748,40.36609204437836
Final Setting Time (FST),10,5,18,0.00032748582718351155,0.003573009416927734,47.8669402218646
Final Setting Time (FST),10,6,20,0.00030527365963758533,0.0050763654460763055,43.14181751056524
Final Setting Time (FST),10,7,19,0.00022460571852936923,0.006385748715941827,42.58122617599498
Final Setting Time (FST),10,8,19,0.0002394621517290316,0.005442880352095978,40.98682658987627
Final Setting Time (FST),10,9,20,0.00027966784197737236,0.005694044227391464,43.17138608587133
Final Setting Time (FST),10,10,19,0.00022220067176188988,0.005956361423281877,41.0036058832802
Final Setting Time (FST),10,11,19,0.00021078266795965462,0.005185545772900624,41.36040293992546
Final Setting Time (FST),10,12,20,0.00024960268919380416,0.005354486391166353,42.887023867059945
Final Setting Time (FST),10,13,19,0.00018697937745512042,0.005551452247350294,40.87446385155872
Final Setting Time (FST),10,14,19,0.00021596928912654616,0.005495359872151321,40.96054444909896
Final Setting Time (FST),11,0,19,0.00047942483327450847,0.00532640950590471,41.102771957435806
Final Setting Time (FST),11,1,20,0.0004708692879233801,0.004609654635389939,43.00820619935007
Final Setting Time (FST),11,2,19,0.0003362849410046856,0.005978301815357417,41.028685163857865
Final Setting Time (FST),11,3,20,0.00015371051328016126,0.0029492922383851567,55.67487484210111
Final Setting Time (FST),11,4,19,0.0005642596706722006,0.0056646101486101,40.34367705223681
Final Setting Time (FST),11,5,20,0.0002948874849055381,0.003367115783565757,51.75929941086058
Final Setting Time (FST),11,6,19,0.00047509304427119576,0.005125697693078317,41.5197626703185
Final Setting Time (FST),11,7,22,0.0005177271484777369,0.005306506030627377,43.438470082347024
Final Setting Time (FST),11,8,19,0.00028446166573101655,0.005641204511878982,40.75421579244791
Final Setting Time (FST),11,9,19,0.0003280868832588907,0.004856390824422722,42.82043278308629
Final Setting Time (FST),11,10,19,0.00025335018253904503,0.005192688067226441,41.34712899277394
Final Setting Time (FST),11,11,20,0.0006067527332594239,0.005451780317513849,43.10298255081663
Final Setting Time (FST),11,12,19,0.0003766378959731608,0.0068220659880454,42.93686693330727
Final Setting Time (FST),11,13,19,0.0003515113132298068,0.005438524928298436,40.98820017331684
Final Setting Time (FST),11,14,19,0.0005837338396096276,0.006238484038925735,42.502656065793246
Final Setting Time (FST),12,0,19,0.0006819707155360843,0.005807541156826612,40.92121536324611
Final Setting Time (FST),12,1,19,0.0008314185537152776,0.005263019624641781,41.194625188538886
Final Setting Time (FST),12,2,19,0.0005987699327895114,0.005604384407800753,40.86172197419777
Final Setting Time (FST),12,3,18,0.00024017299873504245,0.004845023567522053,44.134121042535774
Final Setting Time (FST),12,4,19,0.0007039366645454425,0.005655108361301343,40.75777475088782
Final Setting Time (FST),12,5,24,0.0003023120525974607,0.0081435496119297,44.193722422250666
Final Setting Time (FST),12,6,19,0.0006468790585193708,0.005161333877256703,41.44317557314556
Final Setting Time (FST),12,7,18,0.0007349315019244445,0.005992999492581452,44.01992019425603
Final Setting Time (FST),12,8,19,0.0005359343867516998,0.005822908925885044,40.85774140669735
Final Setting Time (FST),12,9,18,0.0008134684549959044,0.004614909605719255,44.62825969330438
Final Setting Time (FST),12,10,19,0.00026086648790019833,0.005745729358952362,40.433779816266885
Final Setting Time (FST),12,11,19,0.0005452271407917654,0.005281772455736993,41.16654364146315
Final Setting Time (FST),12,12,18,0.000665315290993347,0.006527185077658071,44.11547886929596
Final Setting Time (FST),12,13,19,0.0006060028018111486,0.005500269737016657,40.95817856346046
Final Setting Time (FST),12,14,19,0.000718092728606816,0.0059443235047710995,40.989509225754254
Final Setting Time (FST),13,0,19,0.00017041051861008743,0.006114717315621673,42.38256641648998
Final Setting Time (FST),13,1,19,0.00012503192461705515,0.006966862909654369,43.174836185350706
Final Setting Time (FST),13,2,19,0.0008191513001011798,0.005410335718314522,41.00777952268696
Final Setting Time (FST),13,3,22,0.0007318429116505955,0.00647508821654651,43.8666499984513
Final Setting Time (FST),13,4,19,0.0007453450563119359,0.00566148625749849,40.33943115856985
Final Setting Time (FST),13,5,20,0.00044559668729597895,0.008067786233098048,44.0356367144434
Final Setting Time (FST),13,6,19,0.0006808856219766628,0.005517797707900402,40.949986631083576
Final Setting Time (FST),13,7,18,0.00015417816658018046,0.006220772990641143,43.98383313444264
Final Setting Time (FST),13,8,19,0.0006665390540115116,0.00571785602548633,40.88590042089534
Final Setting Time (FST),13,9,19,0.0009710704737045672,0.005843909060019107,40.879138736202144
Final Setting Time (FST),13,10,19,0.0005022481732586312,0.00599849546549824,41.090107274273215
Final Setting Time (FST),13,11,18,0.000512048355883773,0.005209296910790893,44.10077241499482
Final Setting Time (FST),13,12,19,0.0003071313075272666,0.005958450153282201,41.006128433012314
Final Setting Time (FST),13,13,19,0.00016973289645114101,0.0058095970667606635,40.92209580265995
Final Setting Time (FST),13,14,19,0.0003349532349203961,0.0056018003075239565,40.86224262902716
Final Setting Time (FST),14,0,19,0.0001449396734033915,0.005860399351200723,40.89393812966623
Final Setting Time (FST),14,1,19,0.00019933990162226384,0.00641229473920058,42.582265297547025
Final Setting Time (FST),14,2,19,0.0005652110231397135,0.005670448665406157,40.35017740485931
Final Setting Time (FST),14,3,22,0.00023919217174797267,0.005609550333892115,43.550169154482646
Final Setting Time (FST),14,4,19,0.0007713502929095715,0.00566531644736881,40.344900385667835
Final Setting Time (FST),14,5,17,0.0006528034285129409,0.007594296670859279,44.41553727602888
Final Setting Time (FST),14,6,19,0.0007605907473586419,0.00582337515075884,40.85816630555158
Final Setting Time (FST),14,7,19,0.0002126445699882055,0.005857481044074802,40.89181549425808
Final Setting Time (FST),14,8,19,0.00023296190779472468,0.005614545519793323,40.85606040598419
Final Setting Time (FST),14,9,19,0.0009029493455863115,0.006553817884470195,42.69034215767967
Final Setting Time (FST),14,10,19,0.0006032507740346974,0.005789183428071279,40.831558992233596
Final Setting Time (FST),14,11,19,0.000653927264849982,0.005427593201653237,40.997453052135185
Final Setting Time (FST),14,12,20,0.00024088596698873215,0.005336972392255458,42.866548537474614
Final Setting Time (FST),14,13,19,0.00014410122590661985,0.005579610679025453,40.86898276172863
Final Setting Time (FST),14,14,19,0.0002886681102128152,0.0054773576577920886,40.963890148402484
Final Setting Time (FST),15,0,19,0.0007869392893404575,0.005629106484674654,40.85463768640415
Final Setting Time (FST),15,1,19,0.0017696776680321182,0.005663820881798593,40.34245805252242
Final Setting Time (FST),15,2,19,0.0005483807722951679,0.005822938566613976,40.85773481407614
Final Setting Time (FST),15,3,21,0.0002991890433552124,0.004377030465215191,43.69250458092363
Final Setting Time (FST),15,4,19,0.0007562797810453493,0.0056600666476094895,40.337794852926066
Final Setting Time (FST),15,5,19,0.0006560460221721915,0.006890141223615727,43.01653415957919
Final Setting Time (FST),15,6,19,0.0008043735321710786,0.005990210791436452,41.08813725004727
Final Setting Time (FST),15,7,20,0.0005525039881004403,0.0054212000263785505,43.32868654175669
Final Setting Time (FST),15,8,19,0.00014507874023047846,0.005662293486049687,40.34047990744348
Final Setting Time (FST),15,9,19,0.0008002028106871352,0.005413732063135943,41.00556642050237
Final Setting Time (FST),15,10,19,0.0005379414477935959,0.005529394522156421,40.882889031444876
Final Setting Time (FST),15,11,19,0.0009140765615294665,0.0055771786949205,40.86354365373766
Final Setting Time (FST),15,12,19,0.0004138056271640782,0.0059403801537377685,40.97948414441203
Final Setting Time (FST),15,13,19,0.0013118803518358789,0.00554659095561252,40.876838605354564
Final Setting Time (FST),15,14,19,0.00031555382884366925,0.005654949486089384,40.75767859690101
